Disease	Disease_name	Orphan	Predicted_MGI	MGI_name	MGI_entrez	Genetic_location	Human	score
OMIM:176670	progeria	No	MGI:95777	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	14683	Chr2 97.89 cM		0.75
OMIM:176670	progeria	No	MGI:1354161	sirtuin 6	50721	Chr10 39.72 cM		0.73
OMIM:176670	progeria	No	MGI:1196458	scavenger receptor class B, member 2	12492	Chr5 46.82 cM		0.72
OMIM:176670	progeria	No	MGI:96794	lamin A	16905	Chr3 38.84 cM		0.49
OMIM:176670	progeria	No	MGI:96995	lysine (K)-specific methyltransferase 2A	214162	Chr9 24.84 cM		0.48
OMIM:176670	progeria	No	MGI:1890508	zinc metallopeptidase, STE24	230709	Chr4 56.8 cM		0.41
OMIM:176670	progeria	No	MGI:1926370					0.36
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:99569	sphingosine-1-phosphate receptor 2	14739	Chr9 7.68 cM		0.77
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:2443538	methionine sulfoxide reductase B3	320183	Chr10 68.75 cM		0.72
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:2147834	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	102857	ChrX 37.38 cM		0.7
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:104686	v-crk avian sarcoma virus CT10 oncogene homolog-like	12929	Chr16 10.82 cM		0.64
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:3038694					0.63
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:95760	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	14664	Chr4 53.62 cM		0.52
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:4835253					0.46
OMIM:176690	PROGEROID SHORT STATURE WITH PIGMENTED NEVI	Yes	MGI:1341292	usherin	22283	Chr1 92.29 cM		0.39
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:109583	phosphatase and tensin homolog	19211	Chr19 28.14 cM		0.7
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:105090	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	104245	Chr7 31.71 cM		0.69
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:88417	chloride channel, voltage-sensitive 1	12723	Chr6 20.57 cM		0.65
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:97750	peptidylprolyl isomerase B	19035	Chr9 35.69 cM		0.62
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:4835252					0.6
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:106299	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	52864	Chr16 2.34 cM		0.57
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:5512700					0.49
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:1261423	caspase 8	12370	Chr1 29.19 cM		0.48
OMIM:176700	PROGNATHISM, MANDIBULAR	Yes	MGI:2179507	fukutin	246179	Chr4 28.74 cM		0.39
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:3845900					0.81
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:96990	major intrinsic protein of lens fiber	17339	Chr10 76.49 cM		0.79
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:5909969					0.7
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:103177	myelin protein zero	17528	Chr1 79.05 cM		0.69
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:3837570					0.55
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:5007624					0.43
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:109542	synaptonemal complex protein 3	20962	Chr10 43.94 cM		0.39
OMIM:176780	PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO	Yes	MGI:1289263	coiled-coil domain containing 39	51938	Chr3 16.32 cM		0.37
OMIM:176807	prostate cancer	No	MGI:5620178					0.84
OMIM:176807	prostate cancer	No	MGI:96281	5-hydroxytryptamine (serotonin) receptor 2C	15560	ChrX 68.46 cM		0.83
OMIM:176807	prostate cancer	No	MGI:109482	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	12286	Chr8 40.95 cM		0.82
OMIM:176807	prostate cancer	No	MGI:97352	NK3 homeobox 1	18095	Chr14 36.02 cM		0.81
OMIM:176807	prostate cancer	No	MGI:95556	filamin, alpha	192176	ChrX 37.89 cM		0.8
OMIM:176807	prostate cancer	No	MGI:88276	catenin (cadherin associated protein), beta 1	12387	Chr9 72.19 cM		0.79
OMIM:176807	prostate cancer	No	MGI:3706551					0.78
OMIM:176807	prostate cancer	No	MGI:5566831					0.77
OMIM:176807	prostate cancer	No	MGI:3794203					0.76
OMIM:176807	prostate cancer	No	MGI:107810	transcription factor A, mitochondrial	21780	Chr10 36.83 cM		0.75
OMIM:176807	prostate cancer	No	MGI:97255	myosin, heavy polypeptide 6, cardiac muscle, alpha	17888	Chr14 28.01 cM		0.74
OMIM:176807	prostate cancer	No	MGI:3039899					0.73
OMIM:176807	prostate cancer	No	MGI:1344407	zinc finger E-box binding homeobox 2	24136	Chr2 27.31 cM		0.72
OMIM:176807	prostate cancer	No	MGI:4850006					0.71
OMIM:176807	prostate cancer	No	MGI:99918	methyl CpG binding protein 2	17257	ChrX 37.63 cM		0.7
OMIM:176807	prostate cancer	No	MGI:4358242					0.69
OMIM:176807	prostate cancer	No	MGI:96646	jun proto-oncogene	16476	Chr4 43.34 cM		0.68
OMIM:176807	prostate cancer	No	MGI:3692454					0.67
OMIM:176807	prostate cancer	No	MGI:1917097	WNK lysine deficient protein kinase 4	69847	Chr11 64.51 cM		0.66
OMIM:176807	prostate cancer	No	MGI:3822349					0.65
OMIM:176807	prostate cancer	No	MGI:96680	Kirsten rat sarcoma viral oncogene homolog	16653	Chr6 77.37 cM		0.64
OMIM:176807	prostate cancer	No	MGI:3505572					0.63
OMIM:176807	prostate cancer	No	MGI:107437	calpain 3	12335	Chr2 60.31 cM		0.62
OMIM:176807	prostate cancer	No	MGI:3831139					0.61
OMIM:176807	prostate cancer	No	MGI:109448	cripto, FRL-1, cryptic family 1	12627	Chr1 13.34 cM		0.6
OMIM:176807	prostate cancer	No	MGI:95719	gap junction protein, beta 1	14618	ChrX 44.06 cM		0.59
OMIM:176807	prostate cancer	No	MGI:2148258	trace amine-associated receptor 1	111174	Chr10 11.39 cM		0.58
OMIM:176807	prostate cancer	No	MGI:4461028					0.57
OMIM:176807	prostate cancer	No	MGI:5688298					0.56
OMIM:176807	prostate cancer	No	MGI:102539	T-box 6	21389	Chr7 69.25 cM		0.55
OMIM:176807	prostate cancer	No	MGI:5013908					0.54
OMIM:176807	prostate cancer	No	MGI:3574626					0.53
OMIM:176807	prostate cancer	No	MGI:97166	beta-microseminoprotein	17695	Chr14 19.4 cM		0.52
OMIM:176807	prostate cancer	No	MGI:1914549	dedicator of cytokinesis 7	67299	Chr4 45.6 cM		0.51
OMIM:176807	prostate cancer	No	MGI:104663	leptin	16846	Chr6 12.3 cM		0.5
OMIM:176807	prostate cancer	No	MGI:1341818	cyclic nucleotide gated channel alpha 3	12790	Chr1 15.46 cM		0.49
OMIM:176807	prostate cancer	No	MGI:3838171					0.48
OMIM:176807	prostate cancer	No	MGI:96629	Janus kinase 2	16452	Chr19 23.73 cM		0.47
OMIM:176807	prostate cancer	No	MGI:96020					0.46
OMIM:176807	prostate cancer	No	MGI:895149	acyl-Coenzyme A dehydrogenase, very long chain	11370	Chr11 42.96 cM		0.45
OMIM:176807	prostate cancer	No	MGI:109583	phosphatase and tensin homolog	19211	Chr19 28.14 cM		0.44
OMIM:176807	prostate cancer	No	MGI:103581	muscle, skeletal, receptor tyrosine kinase	18198	Chr4 31.87 cM		0.43
OMIM:176807	prostate cancer	No	MGI:88039	adenomatosis polyposis coli	11789	Chr18 18.53 cM		0.42
OMIM:176807	prostate cancer	No	MGI:98729	transforming growth factor, beta receptor II	21813	Chr9 68.39 cM		0.41
OMIM:176807	prostate cancer	No	MGI:2680364					0.4
OMIM:176807	prostate cancer	No	MGI:1934606	ALMS1, centrosome and basal body associated	236266	Chr6 37.48 cM		0.39
OMIM:176807	prostate cancer	No	MGI:3814702					0.38
OMIM:176807	prostate cancer	No	MGI:5285196					0.36
OMIM:176807	prostate cancer	No	MGI:5296681					0.35
OMIM:177000	erythropoietic protoporphyria	No	MGI:1919163	transmembrane protein 79	71913	Chr3 38.8 cM		0.82
OMIM:177000	erythropoietic protoporphyria	No	MGI:3762248					0.78
OMIM:177000	erythropoietic protoporphyria	No	MGI:1329012	solute carrier family 22 (organic cation transporter), member 5	20520	Chr11 32.02 cM		0.71
OMIM:177000	erythropoietic protoporphyria	No	MGI:1919847	autism susceptibility candidate 2	319974	Chr5 70.66 cM		0.59
OMIM:177000	erythropoietic protoporphyria	No	MGI:3716187					0.58
OMIM:177000	erythropoietic protoporphyria	No	MGI:4438221					0.55
OMIM:177000	erythropoietic protoporphyria	No	MGI:97303	NIMA (never in mitosis gene a)-related expressed kinase 1	18004	Chr8 30.91 cM		0.54
OMIM:177000	erythropoietic protoporphyria	No	MGI:2384968	L-2-hydroxyglutarate dehydrogenase	217666	Chr12 28.94 cM		0.53
OMIM:177000	erythropoietic protoporphyria	No	MGI:1347061	ATP binding cassette subfamily G member 2 (Junior blood group)	26357	Chr6 27.82 cM		0.5
OMIM:177000	erythropoietic protoporphyria	No	MGI:1914481	TBC1 domain family, member 20	67231	Chr2 74.83 cM		0.49
OMIM:177000	erythropoietic protoporphyria	No	MGI:88583	cytochrome P450, family 11, subfamily b, polypeptide 1	110115	Chr15 34.29 cM		0.46
OMIM:177000	erythropoietic protoporphyria	No	MGI:106639	methylenetetrahydrofolate reductase	17769	Chr4 78.67 cM		0.43
OMIM:177000	erythropoietic protoporphyria	No	MGI:95513	ferrochelatase	14151	Chr18 37.43 cM		0.41
OMIM:177000	erythropoietic protoporphyria	No	MGI:97772	prospero homeobox 1	19130	Chr1 95.85 cM		0.38
OMIM:177000	erythropoietic protoporphyria	No	MGI:97551	perforin 1 (pore forming protein)	18646	Chr10 32.18 cM		0.37
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:107173	serine (or cysteine) peptidase inhibitor, clade F, member 2	18816	Chr11 45.89 cM		0.81
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:4360791					0.68
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:2686798					0.6
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:104556	cyclin-dependent kinase inhibitor 1A (P21)	12575	Chr17 15.12 cM		0.58
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:109150	max binding protein	17428	Chr11 45.76 cM		0.57
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:1928478	bone morphogenic protein/retinoic acid inducible neural specific 1	56710	Chr4 35.03 cM		0.4
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:3852176					0.38
OMIM:177050	PROTRUSIO ACETABULI	Yes	MGI:96995	lysine (K)-specific methyltransferase 2A	214162	Chr9 24.84 cM		0.36
OMIM:177170	pseudoachondroplasia	No	MGI:88469	cartilage oligomeric matrix protein	12845	Chr8 34.15 cM		0.81
OMIM:177170	pseudoachondroplasia	No	MGI:1098280	CREB binding protein	12914	Chr16 2.4 cM		0.76
OMIM:177170	pseudoachondroplasia	No	MGI:5306984					0.69
OMIM:177170	pseudoachondroplasia	No	MGI:3757751					0.61
OMIM:177170	pseudoachondroplasia	No	MGI:1316736	multiple endocrine neoplasia 1	17283	Chr19 4.45 cM		0.58
OMIM:177170	pseudoachondroplasia	No	MGI:4421696					0.56
OMIM:177170	pseudoachondroplasia	No	MGI:2679594					0.5
OMIM:177170	pseudoachondroplasia	No	MGI:4361024					0.43
OMIM:177200	Liddle syndrome	No	MGI:5577177					0.82
OMIM:177200	Liddle syndrome	No	MGI:108359	aristaless-like homeobox 4	11695	Chr2 51.62 cM		0.81
OMIM:177200	Liddle syndrome	No	MGI:104696	sodium channel, nonvoltage-gated 1 beta	20277	Chr7 65.07 cM		0.78
OMIM:177200	Liddle syndrome	No	MGI:5516450					0.7
OMIM:177200	Liddle syndrome	No	MGI:2183553					0.64
OMIM:177200	Liddle syndrome	No	MGI:1277215	Bardet-Biedl syndrome 1 (human)	52028	Chr19 4.14 cM		0.56
OMIM:177200	Liddle syndrome	No	MGI:5306984					0.46
OMIM:177200	Liddle syndrome	No	MGI:2384210	nephronophthisis 4 (juvenile) homolog (human)	260305	Chr4 83.14 cM		0.4
OMIM:177200	Liddle syndrome	No	MGI:3834567					0.38
OMIM:177200	Liddle syndrome	No	MGI:97628					0.37
OMIM:177650	exfoliation syndrome	No	MGI:88414					0.75
OMIM:177650	exfoliation syndrome	No	MGI:107448	lysosomal trafficking regulator	17101	Chr13 5.28 cM		0.65
OMIM:177650	exfoliation syndrome	No	MGI:5661470					0.64
OMIM:177650	exfoliation syndrome	No	MGI:2443511	solute carrier family 9 (sodium/hydrogen exchanger), member 6	236794	ChrX 30.06 cM		0.6
OMIM:177650	exfoliation syndrome	No	MGI:87961	agrin	11603	Chr4 88.55 cM		0.59
OMIM:177650	exfoliation syndrome	No	MGI:96223	hairless	15460	Chr14 36.32 cM		0.57
OMIM:177650	exfoliation syndrome	No	MGI:99779	cholinergic receptor, nicotinic, alpha polypeptide 7	11441	Chr7 34.47 cM		0.48
OMIM:177650	exfoliation syndrome	No	MGI:109575	tectorin alpha	21683	Chr9 23.63 cM		0.35
OMIM:177700	open-angle glaucoma	No	MGI:98730	transglutaminase 1, K polypeptide	21816	Chr14 28.19 cM		0.7
OMIM:177700	open-angle glaucoma	No	MGI:1921275	nephronophthisis 3 (adolescent)	74025	Chr9 56.11 cM		0.59
OMIM:177700	open-angle glaucoma	No	MGI:101884	peroxisome proliferator activator receptor delta	19015	Chr17 14.64 cM		0.56
OMIM:177700	open-angle glaucoma	No	MGI:96224	Harvey rat sarcoma virus oncogene	15461	Chr7 86.48 cM		0.47
OMIM:177700	open-angle glaucoma	No	MGI:95523	fibroblast growth factor receptor 2	14183	Chr7 73.19 cM		0.46
OMIM:177700	open-angle glaucoma	No	MGI:95665	glucosidase, beta, acid	14466	Chr3 39.01 cM		0.43
OMIM:177700	open-angle glaucoma	No	MGI:102674	uromodulin	22242	Chr7 63.88 cM		0.38
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:98371	SRY (sex determining region Y)-box 9	20682	Chr11 77.27 cM		0.82
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:3793691					0.81
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:95484	Fas (TNF receptor superfamily member 6)	14102	Chr19 29.48 cM		0.75
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:1920989	chibby family member 1, beta catenin antagonist	73739	Chr15 37.84 cM		0.73
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:99459	nuclear receptor subfamily 3, group C, member 2	110784	Chr8 36.34 cM		0.59
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:5466581					0.5
OMIM:177735	autosomal dominant pseudohypoaldosteronism type 1	No	MGI:5432146					0.41
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:2137586	dystrobrevin binding protein 1	94245	Chr13 21.73 cM		0.73
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:2675933					0.72
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:3766211					0.7
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:1923510	tetratricopeptide repeat domain 8	76260	Chr12 49.88 cM		0.63
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:5544076					0.55
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:94862	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	13162	Chr13 40.1 cM		0.52
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:1921588	solute carrier family 6 (neurotransmitter transporter), member 19	74338	Chr13 40.14 cM		0.42
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:5438048					0.41
OMIM:177750	PSEUDOMONILETHRIX	Yes	MGI:99255	Fas ligand (TNF superfamily, member 6)	14103	Chr1 69.95 cM		0.36
OMIM:177850	pseudoxanthoma elasticum	No	MGI:1861441	RAB27A, member RAS oncogene family	11891	Chr9 40.08 cM		0.83
OMIM:177850	pseudoxanthoma elasticum	No	MGI:3584243	Meckel syndrome, type 1	380718	Chr11 52.24 cM		0.72
OMIM:177850	pseudoxanthoma elasticum	No	MGI:99915	laminin, beta 3	16780	Chr1 97.71 cM		0.64
OMIM:177850	pseudoxanthoma elasticum	No	MGI:2136343	crumbs family member 1, photoreceptor morphogenesis associated	170788	Chr1 60.87 cM		0.63
OMIM:177850	pseudoxanthoma elasticum	No	MGI:1333744	glycoprotein 1b, alpha polypeptide	14723	Chr11 43.2 cM		0.54
OMIM:177850	pseudoxanthoma elasticum	No	MGI:99829	runt related transcription factor 2	12393	Chr17 21.33 cM		0.53
OMIM:177850	pseudoxanthoma elasticum	No	MGI:109168	FAT atypical cadherin 1	14107	Chr8 24.81 cM		0.43
OMIM:177850	pseudoxanthoma elasticum	No	MGI:1351634	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	27421	Chr7 29.64 cM		0.41
OMIM:177850	pseudoxanthoma elasticum	No	MGI:2183341					0.4
OMIM:177850	pseudoxanthoma elasticum	No	MGI:1921258	arylsulfatase G	74008	Chr11 71.98 cM		0.39
OMIM:177900	psoriasis	No	MGI:3578636					0.84
OMIM:177900	psoriasis	No	MGI:103285	ATPase, H+ transporting, lysosomal V1 subunit B1	110935	Chr6 35.94 cM		0.83
OMIM:177900	psoriasis	No	MGI:2444681	hedgehog acyltransferase	226861	Chr1 97.55 cM		0.82
OMIM:177900	psoriasis	No	MGI:5548207					0.81
OMIM:177900	psoriasis	No	MGI:87961	agrin	11603	Chr4 88.55 cM		0.8
OMIM:177900	psoriasis	No	MGI:1927144	salvador family WW domain containing 1	64010	Chr12 28.94 cM		0.79
OMIM:177900	psoriasis	No	MGI:104672	transcription factor AP-2 beta	21419	Chr1 6.19 cM		0.78
OMIM:177900	psoriasis	No	MGI:99414	inhibitor of DNA binding 4	15904	Chr13 24.71 cM		0.77
OMIM:177900	psoriasis	No	MGI:1341822	eukaryotic translation initiation factor 4H	22384	Chr5 74.71 cM		0.76
OMIM:177900	psoriasis	No	MGI:1329019	deoxyribonuclease II alpha	13423	Chr8 41.31 cM		0.75
OMIM:177900	psoriasis	No	MGI:1926447					0.73
OMIM:177900	psoriasis	No	MGI:107537	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	12752	Chr7 69.16 cM		0.72
OMIM:177900	psoriasis	No	MGI:103038	signal transducer and activator of transcription 3	20848	Chr11 63.82 cM		0.71
OMIM:177900	psoriasis	No	MGI:1926375	Ras association (RalGDS/AF-6) domain family member 5	54354	Chr1 56.91 cM		0.7
OMIM:177900	psoriasis	No	MGI:1927578	sphingomyelin phosphodiesterase 3, neutral	58994	Chr8 53.12 cM		0.69
OMIM:177900	psoriasis	No	MGI:98730	transglutaminase 1, K polypeptide	21816	Chr14 28.19 cM		0.68
OMIM:177900	psoriasis	No	MGI:1926444					0.66
OMIM:177900	psoriasis	No	MGI:1339998	epidermal growth factor-containing fibulin-like extracellular matrix protein 1	216616	Chr11 16.32 cM		0.65
OMIM:177900	psoriasis	No	MGI:4843140					0.64
OMIM:177900	psoriasis	No	MGI:97631	peripheral myelin protein 22	18858	Chr11 38.99 cM		0.63
OMIM:177900	psoriasis	No	MGI:1352456	nuclear receptor subfamily 4, group A, member 2	18227	Chr2 31.66 cM		0.62
OMIM:177900	psoriasis	No	MGI:96257	perlecan (heparan sulfate proteoglycan 2)	15530	Chr4 69.93 cM		0.61
OMIM:177900	psoriasis	No	MGI:1918961	MUS81 structure-specific endonuclease subunit	71711	Chr19 4.34 cM		0.6
OMIM:177900	psoriasis	No	MGI:1920999	tetratricopeptide repeat domain 7	225049	Chr17 57.12 cM		0.59
OMIM:177900	psoriasis	No	MGI:102708	ephrin B1	13641	ChrX 43.22 cM		0.58
OMIM:177900	psoriasis	No	MGI:96611	integrin beta 2	16414	Chr10 39.72 cM		0.57
OMIM:177900	psoriasis	No	MGI:1353656	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9	30962	Chr7 21.37 cM		0.56
OMIM:177900	psoriasis	No	MGI:1316736	multiple endocrine neoplasia 1	17283	Chr19 4.45 cM		0.55
OMIM:177900	psoriasis	No	MGI:95824	nuclear receptor subfamily 3, group C, member 1	14815	Chr18 21.09 cM		0.54
OMIM:177900	psoriasis	No	MGI:108074	serine palmitoyltransferase, long chain base subunit 2	20773	Chr12 41.52 cM		0.53
OMIM:177900	psoriasis	No	MGI:4452387					0.52
OMIM:177900	psoriasis	No	MGI:3842935					0.51
OMIM:177900	psoriasis	No	MGI:2444989	SPG11, spatacsin vesicle trafficking associated	214585	Chr2 60.5 cM		0.5
OMIM:177900	psoriasis	No	MGI:1298397	synuclein, gamma	20618	Chr14 20.81 cM		0.49
OMIM:177900	psoriasis	No	MGI:103178	vascular endothelial growth factor A	22339	Chr17 22.79 cM		0.48
OMIM:177900	psoriasis	No	MGI:104741	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	18035	Chr12 24 cM		0.47
OMIM:177900	psoriasis	No	MGI:1095416	jagged 1	16449	Chr2 67.73 cM		0.46
OMIM:177900	psoriasis	No	MGI:4936854					0.45
OMIM:177900	psoriasis	No	MGI:4430190					0.44
OMIM:177900	psoriasis	No	MGI:3802582					0.43
OMIM:177900	psoriasis	No	MGI:1926375	Ras association (RalGDS/AF-6) domain family member 5	54354	Chr1 56.91 cM		0.42
OMIM:177900	psoriasis	No	MGI:3693363					0.41
OMIM:177900	psoriasis	No	MGI:104510	myosin VIIA	17921	Chr7 53.57 cM		0.4
OMIM:177900	psoriasis	No	MGI:95607	glucose-6-phosphatase, catalytic	14377	Chr11 64.83 cM		0.39
OMIM:177900	psoriasis	No	MGI:1926609	transformation related protein 53 inducible nuclear protein 1	60599	Chr4 5.03 cM		0.38
OMIM:177900	psoriasis	No	MGI:97583	phosphoinositide-3-kinase regulatory subunit 1	18708	Chr13 53.92 cM		0.37
OMIM:177900	psoriasis	No	MGI:1333849	RAS, guanyl releasing protein 2	19395	Chr19 4.58 cM		0.36
OMIM:177900	psoriasis	No	MGI:3623021					0.35
OMIM:178110	multiple pterygium syndrome	No	MGI:88064	androgen receptor	11835	ChrX 42.82 cM		0.84
OMIM:178110	multiple pterygium syndrome	No	MGI:5052117					0.79
OMIM:178110	multiple pterygium syndrome	No	MGI:104669	mannosidase 2, alpha 1	17158	Chr17 33.76 cM		0.78
OMIM:178110	multiple pterygium syndrome	No	MGI:108074	serine palmitoyltransferase, long chain base subunit 2	20773	Chr12 41.52 cM		0.74
OMIM:178110	multiple pterygium syndrome	No	MGI:1315195	EMG1 N1-specific pseudouridine methyltransferase	14791	Chr6 59.17 cM		0.72
OMIM:178110	multiple pterygium syndrome	No	MGI:96929	melanocortin 3 receptor	17201	Chr2 94.8 cM		0.65
OMIM:178110	multiple pterygium syndrome	No	MGI:2386848	cytochrome b5 reductase 4	266690	Chr9 46.69 cM		0.59
OMIM:178110	multiple pterygium syndrome	No	MGI:3574627					0.58
OMIM:178110	multiple pterygium syndrome	No	MGI:1330824	cysteine and glycine-rich protein 3	13009	Chr7 31.11 cM		0.52
OMIM:178110	multiple pterygium syndrome	No	MGI:5560459					0.5
OMIM:178110	multiple pterygium syndrome	No	MGI:1330299	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	13548	Chr16 55.3 cM		0.47
OMIM:178110	multiple pterygium syndrome	No	MGI:1890467	VPS35 retromer complex component	65114	Chr8 41.61 cM		0.46
OMIM:178110	multiple pterygium syndrome	No	MGI:107656	interferon gamma	15978	Chr10 66.75 cM		0.45
OMIM:178110	multiple pterygium syndrome	No	MGI:98493	T-box 1	21380	Chr16 11.51 cM		0.39
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:2443337	fascin actin-bundling protein 2	238021	Chr11 84.08 cM		0.82
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:2685397	RING CCCH (C3H) domains 1	381305	Chr1 69.75 cM		0.59
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:1923416	REM2 and RAB-like small GTPase 1	76166	Chr4 73.47 cM		0.55
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:3763892					0.52
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:97611	plasminogen activator, urokinase	18792	Chr14 11.53 cM		0.46
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:1350931	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	27060	Chr19 3.62 cM		0.4
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:96685	keratin 10	16661	Chr11 62.92 cM		0.38
OMIM:178200	PTERYGIUM, ANTECUBITAL	Yes	MGI:5451180					0.37
